Car ID,Car,Body Type,Engine Type,Price ($),Year of Manufacture,Transmission Type,Resale Value ($),Fuel Economy (km/l),Performance Rating,User Rating,Safety Rating,Comfort Level,Maintenance Cost ($/yr),Warranty Period (years),Seating Capacity,Battery Capacity (kWh),Drive Type
2345,Nissan Leaf,SUV,Hybrid,33980.87,2017,Automatic,21727.11,26,7,10,8,8,1976.32,3,4,,AWD
2346,Dodge Charger,Convertible,Diesel,78522.39,2013,Automatic,56983.31,12,9,9,7,5,3638.65,3,4,,AWD
2347,Mazda CX-5,SUV,Diesel,37044.63,2013,Automatic,25332.11,20.3,6,10,9,10,1421.5,1,7,,AWD
2348,Jaguar XF,Coupe,Hybrid,117050.31,2018,Automatic,94096.73,10.3,8,5,9,10,6973.94,5,4,,AWD
2349,Ford Mustang,Sedan,Diesel,74101.49,2019,Manual,49271.94,9.1,10,5,8,5,3523.39,2,4,,RWD
2350,Mercedes S-Class,SUV,Petrol,171885,2014,Automatic,138303.87,9.4,8,9,10,8,6019.44,4,4,,AWD
2351,Volkswagen Tiguan,Minivan,Diesel,49714.99,2011,Automatic,33612.6,15.7,7,7,9,10,1561.71,5,7,,FWD
2352,Toyota Highlander,Wagon,Hybrid,43111.29,2024,Automatic,34231.66,21,8,9,9,10,1835.04,3,7,,AWD
2353,Tesla Model S,SUV,Electric,41498.9,2012,Automatic,29430.49,25.9,8,8,8,7,716.2,4,4,74.7,AWD
2354,Kia Forte,Wagon,Petrol,16403.47,2014,Automatic,6795.57,23.4,5,7,5,6,1017.59,5,5,,FWD
2355,Chrysler Pacifica,Hatchback,Diesel,30211.57,2019,Automatic,23388.79,19,7,8,7,7,1595.18,2,5,,FWD
2356,Volkswagen Tiguan,Wagon,Hybrid,25808.78,2021,Automatic,17734.82,15.7,6,10,8,8,2316.1,2,7,,FWD
2357,Hyundai Tucson,Minivan,Hybrid,27948.7,2020,Automatic,21706.18,18.6,8,5,8,8,1131.93,5,5,,AWD
2358,Nissan Altima,Sedan,Diesel,23987.42,2015,Manual,13098.39,23.8,4,5,6,5,1189.43,2,5,,FWD
2359,Lexus LS,Sedan,Diesel,162929.55,2012,Automatic,127796.18,8.5,8,10,10,9,6829.96,4,4,,AWD
2360,Tata Harrier,Hatchback,Petrol,30283.69,2016,Automatic,22088.01,20,7,10,7,7,2622.36,2,4,,FWD
2361,Hyundai Tucson,Wagon,Hybrid,31216.4,2022,Automatic,20837.46,21.1,6,6,10,9,1810.02,1,7,,FWD
2362,Mazda MX-5,Sedan,Diesel,63884.49,2023,Automatic,40693.28,14.6,9,6,7,6,3304.49,4,2,,RWD
2363,Tesla Model S,Hatchback,Electric,49567.77,2010,Automatic,32660.37,29.6,7,7,6,7,1381.02,1,5,63.3,AWD
2364,Subaru WRX,Convertible,Petrol,69915.84,2017,Automatic,48040.68,10.1,10,9,6,5,4284.75,4,4,,RWD
2365,Ford Mustang Mach-E,Hatchback,Hybrid,48095.94,2013,Automatic,36813.65,28.1,8,6,7,6,914.13,5,4,,AWD
2366,Jaguar XF,SUV,Hybrid,189393.41,2024,Automatic,133086.16,9.3,9,9,10,8,6327.09,5,5,,RWD
2367,Nissan Rogue,SUV,Hybrid,32096.06,2013,Automatic,23590.7,19.8,7,8,10,10,1001.43,3,7,,FWD
2368,Jeep Grand Cherokee,Sedan,Hybrid,57248.96,2021,Manual,44696.98,17.9,8,8,8,7,1858.13,4,5,,FWD
2369,Chevrolet Camaro,Coupe,Diesel,67433.15,2011,Automatic,48788.46,9.3,9,7,7,5,5212.28,3,2,,AWD
2370,Porsche Cayenne,Sedan,Petrol,138945.37,2012,Automatic,100124.06,10.4,10,9,10,8,4774.23,2,5,,AWD
2371,Buick Enclave,Hatchback,Hybrid,54415.37,2019,Manual,38690.17,19.8,6,8,7,5,2335.03,3,7,,FWD
2372,Ford Fusion,Wagon,Petrol,26766.76,2011,Manual,13971.78,27.9,5,8,6,6,1120.35,2,5,,FWD
2373,Ford Mustang Mach-E,Sedan,Hybrid,50625.17,2023,Automatic,39877.41,29.4,8,9,6,7,1114.5,1,5,,FWD
2374,Honda Clarity,Hatchback,Hybrid,31423.01,2022,Automatic,23977.92,25.5,7,9,6,7,1168.3,4,5,,FWD
2375,Ford Fusion,Hatchback,Petrol,25978.2,2018,Automatic,10589.54,29.9,6,10,6,5,812.32,2,5,,FWD
2376,Mazda CX-5,Minivan,Hybrid,27398.78,2022,Automatic,18871.61,21.1,7,10,10,10,1117.77,5,5,,FWD
2377,Mercedes C-Class,Convertible,Petrol,186186.64,2018,Automatic,130760.15,11.2,10,5,9,8,6402.76,3,5,,AWD
2378,Subaru WRX,Coupe,Diesel,83693.73,2011,Manual,52882.03,12.5,10,9,6,6,5035.3,1,4,,RWD
2379,Buick Enclave,SUV,Petrol,47788.08,2021,Automatic,36253.55,23.4,7,6,8,7,1637.24,3,5,,FWD
2380,Tesla Model S,SUV,Electric,42437.73,2019,Automatic,33700.28,25.8,7,9,7,7,925.45,3,4,42.6,AWD
2381,Chrysler Pacifica,SUV,Diesel,55895.4,2021,Automatic,33623.15,15.3,8,7,6,6,2053.6,4,5,,AWD
2382,BMW 7 Series,Coupe,Diesel,101386.56,2014,Automatic,72267.39,11,9,8,9,9,5004.08,2,5,,AWD
2383,Dodge Charger,Convertible,Petrol,60054.43,2019,Automatic,37442.62,10.4,10,6,6,7,3262.22,2,2,,AWD
2384,Nissan Altima,Sedan,Petrol,21593.06,2015,Manual,10922.67,23.4,4,7,6,5,1175.86,2,5,,FWD
2385,Ford Explorer,SUV,Diesel,40238.3,2019,Automatic,24329.8,23.5,6,9,8,9,1658.01,1,5,,FWD
2386,Chevrolet Bolt,Sedan,Hybrid,34240.91,2012,Automatic,25069.53,28.1,8,9,8,7,1443.24,2,5,,FWD
2387,Hyundai Kona,Hatchback,Petrol,38767.52,2016,Manual,23493.61,19,6,7,6,5,2706.58,1,7,,AWD
2388,BMW X5,SUV,Hybrid,111532.74,2018,Automatic,94667.65,10.3,8,6,9,8,6749.2,5,5,,RWD
2389,Suzuki Swift,Hatchback,Petrol,20539.41,2024,Manual,9198.17,21.3,4,6,5,4,1451.53,5,5,,FWD
2390,Kia Sorento,Wagon,Hybrid,43302.68,2021,Automatic,28613.18,22.8,6,7,10,8,1473.27,4,7,,FWD
2391,Honda Accord,Hatchback,Diesel,22812.23,2018,Automatic,11276.1,29.7,5,7,6,5,623.44,2,5,,FWD
2392,Maserati Ghibli,SUV,Petrol,180087.9,2024,Automatic,127073.4,8,8,7,9,8,4038.49,5,4,,RWD
2393,Toyota Camry,Sedan,Diesel,16744.8,2021,Manual,8474.46,22,6,7,6,4,1453.57,4,5,,FWD
2394,Mazda CX-5,Minivan,Petrol,39371.54,2019,Automatic,27112.22,15.8,8,9,8,10,1137.33,1,7,,AWD
2395,Kia Niro EV,Sedan,Electric,46805.16,2021,Automatic,29192.74,26.8,8,5,8,7,1126.56,2,4,34.6,AWD
2396,Porsche Cayenne,Coupe,Petrol,141502.29,2021,Automatic,124654.73,10.7,8,7,9,8,4682.45,2,5,,AWD
2397,Dodge Challenger,Convertible,Diesel,98641.54,2022,Automatic,63094.28,13.7,9,6,8,5,4946.93,1,4,,AWD
2398,Nissan GT-R,Sedan,Diesel,68031.09,2010,Manual,44815.63,12.1,10,8,6,5,5105.31,1,2,,RWD
2399,Volkswagen Tiguan,Minivan,Petrol,40491.71,2010,Automatic,29168.25,24.6,7,5,10,8,1415.64,1,5,,AWD
2400,Dodge Durango,Hatchback,Petrol,58235.38,2024,Automatic,39561.29,19.8,8,9,7,5,1897.53,1,5,,AWD
2401,Chevrolet Malibu,Sedan,Petrol,35777.49,2014,Automatic,25124.88,18,8,8,8,6,1547.03,5,5,,FWD
2402,Mercedes C-Class,SUV,Diesel,188936.16,2012,Automatic,135679.9,9.4,9,7,10,9,5181.14,1,5,,AWD
2403,Kia Niro EV,Hatchback,Electric,52168.11,2023,Automatic,37948.1,25.4,7,9,6,6,605.37,5,5,63.5,FWD
2404,Nissan Sentra,Wagon,Petrol,23570.36,2020,Manual,13836.36,20.7,5,9,4,6,1442.98,3,5,,FWD
2405,Toyota Camry,Hatchback,Petrol,25771.29,2023,Automatic,11696.12,22.5,4,9,5,6,592.23,4,5,,FWD
2406,Audi Q7,SUV,Diesel,165305.46,2017,Automatic,120957.93,11.3,10,9,10,9,4672.91,2,4,,RWD
2407,Hyundai Tucson,Minivan,Hybrid,41233.24,2018,Automatic,30522.13,17.2,7,9,8,9,1409.36,5,7,,AWD
2408,Dodge Charger,Sedan,Petrol,93695.75,2023,Automatic,74063.26,11.1,10,6,7,7,5482.54,3,4,,RWD
2409,Hyundai Elantra,Wagon,Petrol,17981.16,2012,Manual,8016.97,25.2,6,5,5,6,573.76,3,5,,FWD
2410,Chevrolet Camaro,Coupe,Petrol,70028.71,2014,Automatic,47658.6,9.8,10,9,6,7,3818.07,5,2,,AWD
2411,Hyundai Elantra,Hatchback,Petrol,20895.81,2012,Automatic,11031.01,29.5,6,8,4,5,1426.71,1,5,,FWD
2412,Honda Clarity,Hatchback,Hybrid,44273.02,2022,Automatic,27977.13,26.9,8,6,6,6,1386.53,4,4,,AWD
2413,Honda Civic,Wagon,Petrol,27860.77,2016,Automatic,13393.25,28.5,4,6,6,5,549.97,5,5,,FWD
2414,Volkswagen Tiguan,Minivan,Petrol,38979.36,2017,Automatic,27522.63,21.8,7,9,10,9,1319.15,2,7,,FWD
2415,Chrysler Pacifica,Sedan,Hybrid,51053.23,2012,Manual,33676.59,18.3,8,10,8,5,1679.49,5,5,,AWD
2416,Maserati Ghibli,Sedan,Petrol,136998.43,2018,Automatic,101983.86,10.9,10,5,10,9,4626.19,3,5,,RWD
2417,Kia Sorento,SUV,Petrol,42825.76,2016,Automatic,32490.26,21.2,7,10,9,10,1553.66,2,5,,AWD
2418,Jaguar F-Pace,Coupe,Petrol,102976.51,2019,Automatic,89666.62,10.1,10,10,9,10,5796.42,3,5,,AWD
2419,Nissan Sentra,Sedan,Petrol,16449.13,2017,Automatic,8083.18,22.6,4,6,4,5,652.05,2,5,,FWD
2420,Tesla Model S,Sedan,Hybrid,40596,2019,Automatic,28772.47,26.6,7,7,7,6,1658.93,3,4,,FWD
2421,Nissan Sentra,Hatchback,Petrol,18455.19,2011,Automatic,11022.42,20.4,4,6,5,5,841.47,2,5,,FWD
2422,Kia Niro EV,Sedan,Electric,59374.72,2013,Automatic,41466.69,27.5,6,8,7,8,1499.36,3,4,49.2,AWD
2423,Ford Explorer,Wagon,Diesel,35001.94,2021,Automatic,21155.54,20.5,6,5,9,9,1303.77,1,5,,AWD
2424,Nissan Altima,Hatchback,Diesel,29742.98,2023,Manual,17742.62,25.6,6,6,6,4,970.91,4,5,,FWD
2425,Ford Explorer,Minivan,Hybrid,29743.89,2015,Automatic,23429.45,15.4,6,5,8,8,2452.43,5,5,,FWD
2426,Ford Mustang Mach-E,Sedan,Hybrid,32315.52,2012,Automatic,23233.2,26,8,5,7,6,1046.05,4,4,,FWD
2427,Jeep Grand Cherokee,Sedan,Hybrid,41421.75,2021,Automatic,25461.92,24.6,6,5,6,6,2004.75,5,5,,AWD
2428,Volkswagen Passat,Hatchback,Petrol,42266.97,2020,Manual,30129.07,16,7,6,7,5,2163.2,3,5,,FWD
2429,Tesla Model S,Hatchback,Hybrid,38536.28,2011,Automatic,28871.79,29.4,7,6,6,6,1941.73,2,4,,AWD
2430,Tesla Model 3,Hatchback,Hybrid,49966.93,2024,Automatic,37217.66,27.5,7,9,8,7,1044.75,2,4,,FWD
2431,Audi Q7,Coupe,Diesel,132904.72,2015,Automatic,102080.42,10.2,10,9,10,10,5189.98,3,4,,RWD
2432,Nissan Sentra,Hatchback,Petrol,27858.58,2020,Manual,14160.39,21.6,6,9,5,4,1263.97,3,5,,FWD
2433,Audi Q7,Coupe,Hybrid,184281.35,2016,Automatic,158209.09,8.6,9,5,9,9,5244.92,2,4,,RWD
2434,Kia Optima,Hatchback,Hybrid,54794.07,2017,Manual,42820.81,22.3,7,6,6,7,1764.55,1,5,,FWD
2435,Ford Mustang Mach-E,Sedan,Electric,38774.35,2014,Automatic,25874.76,26.1,8,5,7,7,538.61,5,4,55.1,FWD
2436,Ford Mustang Mach-E,Hatchback,Electric,54078.13,2020,Automatic,35339.87,27.8,7,10,6,6,1321.9,3,4,27.3,AWD
2437,Suzuki Baleno,Hatchback,Petrol,24915.85,2021,Manual,12617.29,29.6,6,10,5,6,1438.45,5,5,,FWD
2438,Chevrolet Corvette,Sedan,Petrol,65231.72,2021,Automatic,49605.48,11.5,9,5,6,6,3332.18,3,4,,AWD
2439,Jaguar F-Pace,Convertible,Diesel,199786.25,2023,Automatic,177012.85,8.3,10,8,9,9,4244.7,2,4,,AWD
2440,Tesla Model S,Sedan,Electric,35325.13,2017,Automatic,21300.03,26.7,8,6,6,6,871.6,3,5,36.2,FWD
2441,Volkswagen Tiguan,SUV,Petrol,32373.42,2023,Automatic,20229.94,24.3,8,9,10,10,1642.54,4,5,,FWD
2442,BMW M3,Coupe,Diesel,93335.06,2020,Automatic,72167.35,9.8,9,9,7,6,4308.79,5,2,,AWD
2443,Dodge Challenger,Sedan,Diesel,95216.55,2012,Automatic,75459.13,8.5,10,9,7,6,4092.94,5,2,,RWD
2444,Hyundai Kona,Wagon,Diesel,31123.05,2012,Manual,23733.29,22.3,6,5,6,7,1501.57,4,4,,FWD
2445,GMC Acadia,Sedan,Hybrid,40741.47,2024,Automatic,27029.24,17.5,6,7,7,6,2376.51,1,7,,FWD
2446,Porsche 911,SUV,Diesel,167865.09,2015,Automatic,149576.1,11.5,8,8,9,9,5811.84,5,5,,RWD
2447,Jaguar F-Pace,Coupe,Diesel,167615.81,2017,Automatic,129013.3,11.3,10,7,9,9,5858.88,2,5,,AWD
2448,Tesla Model 3,SUV,Electric,42124.19,2020,Automatic,33647.44,26.9,8,6,7,6,562.98,1,4,35.4,FWD
2449,Hyundai Tucson,Minivan,Diesel,43876.84,2014,Automatic,32826.21,17.7,8,8,9,10,1878.91,1,5,,AWD
2450,Chevrolet Malibu,Hatchback,Hybrid,44786.62,2023,Automatic,29941.69,15.4,7,7,6,5,2968.49,1,7,,AWD
2451,Jaguar F-Pace,SUV,Diesel,152943.04,2011,Automatic,132679.84,9.3,10,5,9,10,6586.01,3,5,,AWD
2452,Honda Civic,Hatchback,Diesel,26179.52,2022,Manual,14797.73,29.2,5,6,4,5,1081.47,3,5,,FWD
2453,Nissan Sentra,Wagon,Petrol,27791.68,2020,Automatic,15462.95,29,6,9,4,4,1360.41,1,5,,FWD
2454,Subaru Outback,Minivan,Diesel,49596.1,2024,Automatic,30381.98,21.5,7,9,8,10,1001.65,3,7,,FWD
2455,Maserati Ghibli,Sedan,Petrol,107945.68,2013,Automatic,91169.87,10.5,9,10,9,10,6509.88,3,4,,AWD
2456,Buick Enclave,SUV,Hybrid,41094.65,2020,Manual,32433.95,18.9,8,8,6,5,2562.91,3,4,,FWD
2457,Hyundai Tucson,SUV,Diesel,33906.19,2010,Automatic,22889.79,15.6,8,7,9,9,1260.76,4,7,,AWD
2458,Toyota Camry,Sedan,Diesel,24913.62,2011,Manual,12175.46,20.7,4,6,6,4,618.37,3,5,,FWD
2459,Toyota Highlander,Minivan,Diesel,45581.68,2021,Automatic,34101.95,23.7,7,9,8,9,2478.68,4,5,,AWD
2460,Chevrolet Corvette,Sedan,Petrol,65023.61,2019,Automatic,50879.21,11.7,9,10,8,6,3940.02,5,4,,AWD
2461,Toyota Corolla,Wagon,Petrol,15783.9,2022,Manual,7594.16,27.9,6,9,5,4,865.89,2,5,,FWD
2462,Ford Explorer,Wagon,Petrol,31140.22,2012,Automatic,24809.16,18.4,6,7,10,10,1183.81,2,5,,AWD
2463,Toyota Prius,Hatchback,Electric,50433.19,2016,Automatic,30460.28,25.5,8,10,8,8,1740.12,1,5,94.1,FWD
2464,Buick Enclave,Wagon,Hybrid,39215.1,2010,Manual,23585.46,21.1,7,9,7,6,2067.99,4,4,,AWD
2465,Volkswagen Passat,Sedan,Hybrid,55820.33,2024,Manual,42673.51,19.2,7,6,8,7,1928.28,2,5,,AWD
2466,Volkswagen Passat,Hatchback,Diesel,39544.33,2023,Automatic,26173.76,23.3,8,6,8,6,2470.89,2,4,,FWD
2467,Kia Sorento,Minivan,Diesel,30740.89,2023,Automatic,22654.52,17,7,6,8,8,1745.97,1,5,,AWD
2468,Mercedes S-Class,Sedan,Petrol,127723.36,2015,Automatic,93008.22,9.2,9,10,10,9,4106.77,4,5,,RWD
2469,Porsche 911,SUV,Petrol,144492.86,2010,Automatic,122867.76,11.3,9,9,9,9,4621.26,3,5,,AWD
2470,Chevrolet Corvette,Coupe,Petrol,85878.19,2023,Manual,60124.85,14.5,10,6,6,5,4492.17,2,2,,AWD
2471,Chevrolet Camaro,Convertible,Petrol,84079.59,2021,Automatic,58867.86,11.9,9,7,6,5,2517.84,2,2,,AWD
2472,Dodge Durango,Sedan,Diesel,53915.65,2022,Manual,33676.07,17.7,6,5,6,7,1748.98,2,7,,FWD
2473,Porsche Boxster,Convertible,Diesel,81070.71,2012,Automatic,53672.29,13.5,9,5,7,6,2932.89,4,2,,AWD
2474,Subaru WRX,Convertible,Petrol,78386.88,2018,Manual,49317.46,12.8,9,8,7,6,3208.64,5,4,,RWD
2475,Porsche 911,Coupe,Hybrid,103797.22,2021,Automatic,81894.8,11.2,10,5,9,8,4585.65,2,5,,AWD
2476,Kia Niro EV,Sedan,Hybrid,36791.85,2018,Automatic,25058.17,26,7,5,8,6,1410.02,1,5,,AWD
2477,Nissan Leaf,Hatchback,Hybrid,45317.98,2016,Automatic,27963.24,28.1,7,7,6,8,1013.3,3,4,,AWD
2478,Porsche Boxster,Coupe,Diesel,66634.77,2024,Manual,42814.28,10.9,10,6,6,7,3207.99,5,2,,AWD
2479,Audi Q7,Coupe,Hybrid,135710,2018,Automatic,107568.03,11.1,8,5,10,9,5742.1,1,4,,AWD
2480,Nissan Rogue,SUV,Diesel,44607.49,2021,Automatic,28740.09,16,8,5,9,8,2274.3,4,7,,FWD
2481,Jeep Grand Cherokee,Hatchback,Hybrid,39952.8,2017,Automatic,28208.05,20.5,7,7,8,5,2307.6,3,5,,AWD
2482,Audi A4,Sedan,Petrol,105745.12,2010,Automatic,91342.01,8.4,9,5,9,10,6898.54,5,4,,RWD
2483,Chevrolet Camaro,Coupe,Diesel,60701.56,2013,Automatic,39045.26,12.7,10,9,6,7,5445.67,2,4,,RWD
2484,BMW 7 Series,Sedan,Hybrid,142612.58,2012,Automatic,127235.01,8.2,9,8,9,8,4629.48,3,4,,RWD
2485,Porsche 911,SUV,Diesel,129381.63,2018,Automatic,113044.41,10.7,10,6,9,9,6198.02,2,5,,AWD
2486,Ford Mustang Mach-E,Hatchback,Hybrid,48830.33,2012,Automatic,32794.5,27.2,7,10,7,7,1553.8,4,4,,AWD
2487,Hyundai Tucson,Minivan,Diesel,37610.19,2018,Automatic,23488.01,24.4,8,8,10,9,1642.54,3,7,,FWD
2488,Chevrolet Malibu,Sedan,Petrol,37455.26,2019,Automatic,26558.43,21.3,7,7,7,5,1942.5,3,7,,FWD
2489,Nissan Rogue,Wagon,Diesel,36344.97,2023,Automatic,25907.27,18.5,7,10,9,9,2349.51,4,5,,FWD
2490,Tata Harrier,Sedan,Diesel,44176.93,2011,Manual,29805.81,23,8,8,6,5,2298.78,4,5,,AWD
2491,Kia Optima,Sedan,Petrol,38435.65,2010,Automatic,30550.53,16.2,6,10,7,7,1761.45,4,7,,FWD
2492,Subaru Outback,Minivan,Petrol,34521.33,2024,Automatic,24242.98,22.1,6,8,10,9,2455.83,4,5,,FWD
2493,Chevrolet Malibu,Hatchback,Diesel,56193.24,2011,Automatic,39728.8,21.8,6,6,8,7,2177.35,4,4,,FWD
2494,Nissan Leaf,Hatchback,Hybrid,47904.33,2022,Automatic,33372.7,27,6,9,8,8,1725.13,4,5,,AWD
2495,BMW M3,Sedan,Petrol,68456.26,2023,Manual,52330.23,12.2,10,8,6,5,5284.28,4,2,,AWD
2496,Buick Enclave,Wagon,Petrol,45382.1,2010,Automatic,27658.89,19.9,7,6,7,6,2702.64,5,5,,AWD
2497,Mercedes C-Class,SUV,Diesel,160137.49,2021,Automatic,136978.89,9.9,9,6,10,10,6945.48,4,4,,AWD
2498,Lexus LS,Coupe,Petrol,103891.91,2019,Automatic,86162.29,10.5,8,9,10,8,6149.36,1,4,,AWD
2499,Buick Enclave,Sedan,Diesel,42057.53,2023,Automatic,27440.75,18.4,8,9,8,7,1993.18,3,4,,AWD
2500,Hyundai Tucson,Minivan,Petrol,43116.54,2021,Automatic,27006.88,22.6,6,5,9,10,1920.56,1,7,,AWD
2501,Ford Explorer,Minivan,Diesel,32009.33,2017,Automatic,24523.06,24.2,8,7,8,10,2113.33,5,7,,AWD
2502,Chevrolet Corvette,Sedan,Diesel,92322.31,2013,Manual,65201.66,9.3,9,8,8,6,2781.15,4,4,,AWD
2503,Suzuki Baleno,Sedan,Diesel,25714.54,2020,Manual,12378.04,27.8,6,7,4,6,1335.75,3,5,,FWD
2504,Kia Niro EV,Hatchback,Electric,59961.62,2014,Automatic,43095.04,26.7,6,5,6,8,1107.52,2,4,41.1,AWD
2505,Kia Niro EV,Sedan,Hybrid,39922.89,2010,Automatic,24517.39,29.7,6,5,8,6,1936.57,4,5,,FWD
2506,Hyundai Kona,SUV,Diesel,33684.55,2014,Manual,26817.6,18.5,7,5,8,6,2857.79,1,5,,FWD
2507,Chevrolet Camaro,Sedan,Petrol,85389.39,2014,Automatic,65765.82,12.5,10,5,6,6,4766.77,2,2,,AWD
2508,GMC Acadia,Wagon,Diesel,37260.91,2022,Automatic,29316.61,20.4,6,5,7,6,2092.85,2,5,,FWD
2509,Hyundai Kona,Wagon,Hybrid,30077.45,2021,Automatic,22644.43,20.3,7,5,8,5,2191.47,2,4,,FWD
2510,Mercedes C-Class,Convertible,Diesel,145441.91,2018,Automatic,103714.31,11.4,8,9,10,8,4415.6,2,5,,AWD
2511,Kia Niro EV,Hatchback,Hybrid,41160.7,2012,Automatic,27994.99,27.1,8,9,7,6,1502.93,2,4,,AWD
2512,Ford Focus,Hatchback,Diesel,22833.77,2014,Automatic,10263.35,22.3,6,5,5,5,1393.06,5,5,,FWD
2513,Toyota Camry,Hatchback,Diesel,23711.73,2022,Manual,13919.09,25.2,6,6,4,5,587.81,1,5,,FWD
2514,Toyota Camry,Wagon,Petrol,17445.25,2021,Manual,7987.92,24.3,5,10,6,6,816.05,5,5,,FWD
2515,Jaguar F-Pace,Sedan,Petrol,142497.88,2019,Automatic,103869.5,8.9,8,8,10,8,5685.09,2,5,,AWD
2516,Nissan GT-R,Convertible,Diesel,68847.91,2015,Automatic,49662.04,10.4,9,8,8,6,4071.81,4,2,,AWD
2517,Dodge Charger,Coupe,Diesel,78125.04,2018,Manual,49899.03,11.7,9,9,7,5,3321.16,5,2,,AWD
2518,Hyundai Elantra,Sedan,Petrol,17294.95,2015,Automatic,7117.53,28.3,6,6,4,4,726.85,2,5,,FWD
2519,Kia Forte,Wagon,Petrol,27259.73,2019,Automatic,13592.04,27.3,6,7,6,5,573.83,4,5,,FWD
2520,Suzuki Baleno,Hatchback,Petrol,29669.11,2021,Automatic,14483.44,27.2,6,6,5,5,1056.07,3,5,,FWD
2521,Kia Sorento,SUV,Petrol,35301.47,2015,Automatic,22195.23,16.4,7,8,10,10,1979.47,3,7,,AWD
2522,Toyota Highlander,Minivan,Diesel,27028.59,2013,Automatic,19866.78,21.3,6,6,9,10,1733.4,1,5,,FWD
2523,Kia Forte,Wagon,Petrol,17816.15,2014,Manual,10679.02,20.8,6,9,6,5,596.26,3,5,,FWD
2524,Subaru WRX,Sedan,Diesel,92568.59,2016,Automatic,70543.95,13.4,9,6,6,6,3199.3,2,2,,RWD
2525,Honda Accord,Hatchback,Petrol,15032.49,2018,Automatic,8100.4,27.3,5,7,5,4,750.43,1,5,,FWD
2526,Chevrolet Corvette,Sedan,Diesel,94288.74,2019,Manual,63061.1,14.5,9,5,6,5,3396.07,3,2,,AWD
2527,Lexus LS,Coupe,Diesel,108228.73,2010,Automatic,95367.57,8.6,10,7,9,10,5230.7,5,5,,RWD
2528,Ford Fusion,Sedan,Diesel,16388.18,2011,Automatic,9771.53,25.7,5,7,6,4,1487.54,2,5,,FWD
2529,Ford Mustang Mach-E,SUV,Electric,33706.49,2018,Automatic,25038.84,28.4,7,9,8,7,1333.1,5,4,85,AWD
2530,Jaguar XF,Sedan,Hybrid,156916.4,2017,Automatic,130856.67,12,8,5,9,10,4469.5,4,4,,RWD
2531,Hyundai Elantra,Wagon,Diesel,26278.21,2022,Manual,12060.97,21.4,4,10,6,5,1012.22,2,5,,FWD
2532,Dodge Durango,Hatchback,Hybrid,57789.43,2014,Automatic,35942.04,19.3,6,8,8,6,1950.84,4,7,,FWD
2533,Ford Mustang Mach-E,SUV,Electric,59319.54,2019,Automatic,44807.23,29.4,8,5,6,7,740.07,3,4,87.3,FWD
2534,Dodge Charger,Coupe,Petrol,60380.74,2013,Manual,44606.67,14.3,9,10,7,5,4111.23,3,2,,RWD
2535,Ford Explorer,Wagon,Hybrid,44072.72,2019,Automatic,33716.21,16.1,7,8,8,8,2109.91,4,5,,AWD
2536,Nissan Rogue,Wagon,Petrol,49007.58,2012,Automatic,31433.53,15.4,8,8,10,10,1786.46,4,5,,FWD
2537,Suzuki Baleno,Hatchback,Diesel,29724.02,2010,Manual,15292.56,20.2,5,10,5,5,1131.79,1,5,,FWD
2538,Ford Explorer,Minivan,Petrol,40444.97,2022,Automatic,26663.67,24,7,8,10,9,1001.65,2,5,,AWD
2539,Maserati Ghibli,Sedan,Hybrid,103879.09,2023,Automatic,80490.15,11,9,8,9,10,4643.91,1,4,,RWD
2540,Chevrolet Malibu,Hatchback,Petrol,42833.1,2019,Manual,27525.32,17.4,7,5,6,6,2249.07,2,4,,AWD
2541,Mercedes S-Class,Coupe,Diesel,188551.39,2019,Automatic,165469.13,9.5,10,8,10,9,4647.42,2,5,,AWD
2542,Hyundai Kona,Wagon,Petrol,56089.31,2010,Automatic,37086.17,21.5,8,10,7,5,2518.53,5,7,,AWD
2543,GMC Acadia,Wagon,Hybrid,56634.21,2023,Manual,42321.5,19.9,7,7,6,6,2490.97,1,4,,FWD
2544,Nissan Rogue,Minivan,Hybrid,35687.1,2014,Automatic,25436.74,24.1,7,9,9,10,1258.83,5,5,,FWD
2545,Tesla Model S,SUV,Hybrid,48568.49,2012,Automatic,31038.37,26.8,7,5,7,6,1082.56,2,4,,FWD
2546,Toyota Corolla,Hatchback,Petrol,15306.58,2020,Automatic,7310.67,22.5,6,10,5,4,553.53,3,5,,FWD
2547,Toyota Highlander,SUV,Petrol,33983.84,2024,Automatic,26409.44,19.4,7,8,9,8,1342.16,4,5,,AWD
2548,Toyota Highlander,Wagon,Hybrid,39012.17,2010,Automatic,28934.62,23.9,6,5,10,10,1543.65,3,7,,FWD
2549,GMC Acadia,Wagon,Hybrid,56986.1,2014,Automatic,40802.73,24.8,7,10,6,7,2259.2,2,4,,AWD
2550,Tata Harrier,Wagon,Hybrid,47650.75,2015,Automatic,33338.68,21.7,8,6,6,7,1787.22,4,5,,AWD
2551,Volkswagen Passat,Wagon,Petrol,43062.51,2011,Automatic,29090.11,21.8,6,9,8,7,2658.61,4,7,,AWD
2552,Ford Mustang,Convertible,Petrol,86076.59,2017,Automatic,68353.87,13.7,9,6,8,7,2791.84,3,4,,AWD
2553,Tesla Model 3,SUV,Electric,48687.2,2014,Automatic,35550.33,26.2,7,9,7,8,1124.67,5,4,71.5,FWD
2554,Volkswagen Passat,Sedan,Petrol,30636.02,2017,Manual,18839.8,19.2,8,7,6,6,2980.54,5,7,,FWD
