Car ID,Car,Body Type,Engine Type,Price ($),Year of Manufacture,Transmission Type,Resale Value ($),Fuel Economy (km/l),Performance Rating,User Rating,Safety Rating,Comfort Level,Maintenance Cost ($/yr),Warranty Period (years),Seating Capacity,Battery Capacity (kWh),Drive Type
555,Dodge Charger,Coupe,Diesel,86874.01,2013,Automatic,53208.9,11,9,7,7,5,3488.42,3,2,,RWD
556,Kia Forte,Hatchback,Diesel,19127.9,2020,Manual,10410.24,27.9,5,7,5,6,994.31,3,5,,FWD
557,Chevrolet Bolt,SUV,Hybrid,54163.78,2013,Automatic,36399.84,26.4,6,6,8,7,1459.54,1,4,,AWD
558,Jeep Grand Cherokee,Sedan,Hybrid,31310.95,2018,Manual,20042.71,18.9,8,6,7,5,2428.7,1,5,,AWD
559,Jaguar F-Pace,Convertible,Hybrid,194271,2017,Automatic,155056.09,11.5,10,10,9,8,4045.35,4,5,,AWD
560,Dodge Charger,Coupe,Diesel,60767.32,2019,Automatic,48569.53,13.9,9,9,6,6,2659.27,4,2,,RWD
561,Ford Fusion,Wagon,Diesel,20882.49,2017,Manual,9593.26,29.9,4,10,4,6,1290.02,4,5,,FWD
562,Hyundai Tucson,Minivan,Hybrid,47019.74,2012,Automatic,37570.59,19.4,7,10,10,9,1625.2,4,5,,AWD
563,Honda Civic,Sedan,Petrol,25589.42,2016,Manual,13469.46,20,6,6,5,6,893.2,5,5,,FWD
564,Subaru WRX,Coupe,Petrol,63095.37,2014,Automatic,48921.33,9.8,9,10,7,5,3467.49,4,2,,AWD
565,Ford Focus,Hatchback,Diesel,28367,2011,Manual,12322.4,28.7,4,10,5,4,666.77,4,5,,FWD
566,Honda CR-V,SUV,Diesel,39607.64,2019,Automatic,24751.65,16.2,7,7,8,10,1031.07,2,5,,AWD
567,Jaguar F-Pace,SUV,Hybrid,143456.61,2019,Automatic,101564.88,10.1,8,10,9,9,6543.43,1,4,,AWD
568,Hyundai Tucson,SUV,Petrol,45563.93,2014,Automatic,29430.65,16.2,6,6,9,8,1163.6,1,5,,AWD
569,Chrysler Pacifica,Sedan,Hybrid,34930.91,2012,Manual,21860.37,17.4,8,7,8,7,2813.43,5,5,,FWD
570,Porsche Cayenne,Coupe,Diesel,167515.23,2020,Automatic,125390.07,11.1,10,5,9,8,5318.16,4,5,,RWD
571,Ford Mustang Mach-E,Hatchback,Electric,58213.16,2014,Automatic,35739.82,26.2,6,10,7,8,1848.09,1,5,39,FWD
572,Volkswagen Passat,Wagon,Diesel,40532.49,2022,Manual,31733.12,21.7,8,5,8,5,2401.79,4,7,,AWD
573,Chevrolet Camaro,Convertible,Diesel,66923.09,2021,Automatic,42092.81,14.8,10,6,6,5,4943.5,4,4,,AWD
574,Porsche Boxster,Coupe,Diesel,69061.6,2018,Automatic,44266.75,9.7,10,10,8,5,4980.38,5,2,,RWD
575,Nissan GT-R,Sedan,Diesel,76743.41,2012,Automatic,53610.01,8.4,9,10,6,5,4239.9,3,2,,RWD
576,Mazda MX-5,Coupe,Petrol,99506.27,2017,Manual,68499.49,9.1,10,7,8,5,4467.24,3,4,,AWD
577,Nissan Altima,Hatchback,Diesel,21571.07,2011,Manual,12222.69,25.8,5,5,4,6,630.34,4,5,,FWD
578,Hyundai Ioniq,SUV,Electric,56822.95,2021,Automatic,43671.46,28.3,8,10,6,8,1973.33,1,4,35.7,AWD
579,Buick Enclave,Sedan,Diesel,48898.9,2020,Automatic,36160.44,22.3,6,9,6,7,1963.18,5,5,,FWD
580,Chevrolet Bolt,Hatchback,Electric,46876.91,2010,Automatic,35249.88,26.6,8,9,6,8,598.74,4,4,97.1,FWD
581,Toyota Prius,Sedan,Hybrid,52852.97,2011,Automatic,38898.79,26.2,7,9,6,8,1874.77,5,4,,FWD
582,GMC Acadia,Sedan,Diesel,58304.13,2022,Manual,42280.12,15.5,7,5,8,5,1529.15,1,5,,FWD
583,Toyota Corolla,Sedan,Petrol,16126.26,2018,Manual,9109.82,25.1,5,8,4,6,781.36,5,5,,FWD
584,Hyundai Kona,SUV,Diesel,36382.21,2021,Manual,24953.96,19,7,7,6,6,2344.96,1,7,,AWD
585,Maserati Ghibli,Coupe,Hybrid,121746.01,2016,Automatic,105026.42,8.6,8,6,9,8,4970.14,2,5,,AWD
586,Mazda CX-5,Minivan,Diesel,32280.35,2011,Automatic,19912.27,15.6,8,9,9,9,1961.76,2,5,,AWD
587,Kia Optima,Wagon,Diesel,48688.37,2013,Manual,33986.51,19,6,10,8,7,1610.49,4,7,,AWD
588,Maserati Ghibli,SUV,Diesel,184693.17,2021,Automatic,159507.54,10.1,9,9,10,10,6429.96,1,4,,RWD
589,Nissan Leaf,SUV,Hybrid,46310.65,2014,Automatic,35568.12,28,6,8,6,7,1464.2,3,5,,AWD
590,Nissan Rogue,Wagon,Diesel,32442.64,2014,Automatic,24440.81,18.8,6,7,8,9,1230.95,5,5,,FWD
591,Hyundai Ioniq,Sedan,Electric,35736.56,2013,Automatic,23325.11,27.4,8,10,7,7,523.6,3,5,72.3,FWD
592,Tata Harrier,SUV,Petrol,58693.01,2016,Manual,43749.04,21.6,7,10,8,7,1905.92,4,4,,AWD
593,Tesla Model 3,Hatchback,Hybrid,57044.25,2014,Automatic,45159.15,26.8,8,10,8,7,1907.94,5,5,,FWD
594,Mazda MX-5,Sedan,Petrol,70605.21,2021,Manual,43604.2,8.2,10,9,6,6,4772.03,5,4,,RWD
595,Chevrolet Malibu,Hatchback,Petrol,33667.45,2021,Manual,25635.84,18.4,7,10,6,7,1736.66,5,7,,FWD
596,Chevrolet Traverse,Minivan,Petrol,49471.96,2024,Automatic,39501.11,15.1,8,6,10,9,2290.78,1,5,,FWD
597,Chrysler Pacifica,Wagon,Diesel,56976.14,2021,Manual,38826.79,18.3,7,9,8,5,2123.9,5,7,,FWD
598,GMC Acadia,SUV,Diesel,57695.06,2022,Manual,40865.45,18.3,6,7,8,5,2580.42,5,5,,AWD
599,Maserati Ghibli,Coupe,Petrol,147646.43,2010,Automatic,103386.97,11,8,7,9,9,6162.26,5,5,,AWD
600,Chevrolet Corvette,Sedan,Diesel,87409.74,2017,Automatic,57873.16,13.4,10,8,8,5,4711.29,3,2,,AWD
601,Dodge Challenger,Convertible,Petrol,92647.15,2010,Manual,60976.95,14.8,9,6,8,6,2920.61,1,4,,RWD
602,BMW 7 Series,Convertible,Hybrid,182310.68,2024,Automatic,144143.85,10.9,10,6,10,10,5608.97,2,5,,AWD
603,BMW X5,Sedan,Diesel,130468.91,2012,Automatic,104846.29,10.3,8,8,10,8,5799.01,1,5,,RWD
604,Jaguar F-Pace,Convertible,Petrol,130642.54,2024,Automatic,107786.96,11.7,9,9,10,9,4001.9,1,5,,AWD
605,BMW 7 Series,Convertible,Diesel,146807.47,2020,Automatic,131428.16,10.4,9,6,9,10,4090.51,3,5,,RWD
606,Honda Civic,Hatchback,Petrol,15362.12,2018,Manual,8548.84,20.7,4,8,5,6,1457.23,3,5,,FWD
607,Chrysler Pacifica,Hatchback,Hybrid,49678.92,2016,Manual,38137.17,17.9,7,7,7,6,1650.91,5,7,,AWD
608,Nissan Rogue,Minivan,Diesel,30517.95,2023,Automatic,18888.89,22.9,6,5,9,9,1457.23,4,7,,FWD
609,Volkswagen Passat,Wagon,Hybrid,46384.24,2020,Automatic,35544.02,16,6,6,7,7,1509.37,2,5,,AWD
610,Hyundai Tucson,Wagon,Hybrid,31501.35,2019,Automatic,24395.02,19.5,8,8,10,9,1427.9,4,7,,FWD
611,Volkswagen Tiguan,Minivan,Petrol,43183.71,2020,Automatic,34083.86,20.1,8,10,9,9,1762.78,2,7,,FWD
612,Chevrolet Traverse,SUV,Petrol,39257.22,2011,Automatic,28601.51,20.2,7,8,10,10,1125.08,2,5,,FWD
613,Hyundai Tucson,Wagon,Hybrid,39358.38,2021,Automatic,28927.08,20.6,8,8,9,9,1153.43,5,7,,AWD
614,Subaru WRX,Convertible,Petrol,80728.28,2016,Manual,63948.46,14.3,9,9,6,6,5425.71,5,2,,RWD
615,Porsche 911,Sedan,Petrol,172931.38,2024,Automatic,126465.49,11.8,10,8,10,10,4225.15,4,5,,RWD
616,Chevrolet Malibu,SUV,Diesel,51981.75,2014,Manual,38067.31,21.4,6,5,7,6,2973.35,2,7,,FWD
617,Buick Enclave,SUV,Hybrid,38243.74,2024,Automatic,29173.22,17.3,8,9,7,5,1584.7,1,5,,FWD
618,Hyundai Tucson,SUV,Diesel,26708.99,2019,Automatic,20284.51,20.4,6,8,9,9,1412.78,2,7,,AWD
619,Ford Explorer,Wagon,Hybrid,30859.32,2020,Automatic,20141.22,17.7,8,10,8,10,1501.89,4,7,,FWD
620,Suzuki Baleno,Wagon,Petrol,21046.24,2012,Automatic,10704.06,29,4,9,4,5,979.06,1,5,,FWD
621,Volkswagen Passat,Sedan,Petrol,31858.91,2011,Manual,23874.95,17.1,7,5,8,5,2422.16,1,4,,AWD
622,Kia Niro EV,Sedan,Hybrid,35103.06,2012,Automatic,23498.59,27.5,6,8,7,7,669.74,1,4,,AWD
623,Ford Fusion,Hatchback,Diesel,17598.88,2014,Automatic,8464.31,28,4,9,5,6,863.22,2,5,,FWD
624,Porsche 911,SUV,Hybrid,171984.71,2011,Automatic,151757.98,8.4,10,9,9,10,6810.08,5,5,,RWD
625,Chevrolet Traverse,Minivan,Petrol,45046.59,2013,Automatic,31957.37,19.1,7,7,10,10,2132.2,1,5,,FWD
626,Jeep Grand Cherokee,Hatchback,Hybrid,54911.23,2020,Automatic,42570.17,18.1,8,5,6,6,1663.1,5,5,,AWD
627,Toyota Highlander,Minivan,Hybrid,36810.35,2013,Automatic,25995,19.3,7,6,9,8,1603.07,3,5,,FWD
628,Chevrolet Camaro,Sedan,Petrol,68644.46,2010,Manual,43473.31,14.8,9,10,8,7,4083.48,4,4,,RWD
629,Ford Focus,Wagon,Diesel,25883.61,2011,Manual,12430.42,29,6,10,6,5,861.17,5,5,,FWD
630,Kia Niro EV,Hatchback,Electric,32236.87,2024,Automatic,19924.7,27.7,7,10,8,6,1217.73,4,4,73.3,FWD
631,Subaru Outback,SUV,Hybrid,46142.47,2011,Automatic,31502.52,20.2,8,10,8,10,1208.97,5,7,,FWD
632,Nissan GT-R,Coupe,Diesel,75049.28,2018,Automatic,56045.7,14.4,9,9,8,6,2604.12,1,4,,AWD
633,Toyota Highlander,Minivan,Petrol,39333.93,2016,Automatic,30579.2,15.3,7,5,8,8,1584.32,1,7,,AWD
634,Honda Clarity,Hatchback,Electric,41445.13,2023,Automatic,32824.6,26.2,6,7,6,8,1715.87,5,5,69.6,FWD
635,Ford Focus,Sedan,Petrol,23128.68,2023,Manual,10968.1,23.7,5,8,4,5,781.14,3,5,,FWD
636,Jeep Grand Cherokee,Hatchback,Petrol,58239.84,2013,Manual,45690.4,24.7,7,8,8,6,2294.66,5,5,,FWD
637,BMW M3,Sedan,Petrol,85269.86,2011,Automatic,67174.53,8.4,9,9,7,6,4345.42,2,4,,RWD
638,Chevrolet Traverse,Wagon,Petrol,31827.57,2016,Automatic,23184.89,18.9,7,5,9,10,2258.99,1,5,,AWD
639,Ford Mustang,Sedan,Diesel,63882.01,2016,Manual,50402.36,10.7,9,8,8,5,3265.85,2,4,,AWD
640,Dodge Challenger,Convertible,Petrol,72984.53,2012,Manual,46267.49,14.3,10,5,6,5,3212.58,3,4,,AWD
641,Volkswagen Tiguan,SUV,Petrol,39282.97,2022,Automatic,29798.53,22.3,8,8,9,8,2117.42,3,5,,FWD
642,Hyundai Elantra,Sedan,Petrol,17677.43,2015,Manual,7779.55,24.3,4,8,5,4,1199.91,1,5,,FWD
643,Volkswagen Tiguan,SUV,Petrol,48228.06,2014,Automatic,37475.38,22.5,6,10,10,9,2136.98,2,7,,AWD
644,Tesla Model S,Sedan,Hybrid,36134.49,2021,Automatic,28788.8,25.2,6,7,6,7,1809.65,5,5,,FWD
645,Audi A4,SUV,Hybrid,132631.85,2014,Automatic,114617.01,8.3,8,10,10,9,6635.21,2,5,,RWD
646,Dodge Durango,SUV,Petrol,54943.45,2012,Manual,42420.65,17.7,7,6,7,7,1848.36,5,4,,FWD
647,Mercedes C-Class,Coupe,Petrol,197481.56,2019,Automatic,155943.11,10.3,10,10,10,10,6215.86,2,5,,RWD
648,BMW i3,Hatchback,Electric,35438.62,2018,Automatic,22076.43,25,6,7,6,7,1957.81,3,5,37.2,FWD
649,Buick Enclave,Sedan,Diesel,54066.29,2020,Automatic,38239.13,19.9,7,6,6,6,1555.92,2,7,,FWD
650,Mercedes C-Class,Sedan,Diesel,119632.49,2024,Automatic,102937.57,8.7,8,8,9,10,5604.48,2,4,,AWD
651,Subaru Outback,SUV,Petrol,47767.86,2019,Automatic,37789.61,20.1,8,5,10,9,1122.57,4,7,,FWD
652,Suzuki Swift,Wagon,Diesel,15982.18,2016,Manual,8334.56,21,4,5,5,6,1003.51,5,5,,FWD
653,Honda Accord,Wagon,Petrol,18574.02,2013,Manual,7942.93,23.1,4,8,6,4,512.41,4,5,,FWD
654,BMW X5,SUV,Hybrid,165065.3,2022,Automatic,136194.22,11,9,5,9,10,4966.75,4,5,,RWD
655,Subaru WRX,Sedan,Petrol,67649.84,2016,Manual,47234.49,10,10,8,7,6,5369.63,2,2,,AWD
656,Mercedes S-Class,Coupe,Diesel,122697.34,2018,Automatic,86109.14,10,10,8,9,10,6106.53,3,5,,AWD
657,Porsche Cayenne,SUV,Hybrid,118038.13,2018,Automatic,91128.52,9,8,7,10,10,5720.24,2,5,,AWD
658,Kia Niro EV,Hatchback,Hybrid,59179.04,2023,Automatic,39886.5,26.7,8,8,8,8,1551.49,2,4,,AWD
659,Mazda CX-5,Minivan,Petrol,37881.7,2012,Automatic,23550,18.7,8,6,8,10,2027.5,5,7,,AWD
660,Chevrolet Corvette,Convertible,Diesel,93408.93,2022,Automatic,63663.93,13.8,10,5,7,6,3529.94,3,4,,AWD
661,Jaguar F-Pace,Convertible,Petrol,107235.73,2023,Automatic,88769.07,11.5,8,10,10,8,4900.97,1,4,,AWD
662,Chrysler Pacifica,Hatchback,Hybrid,58735.55,2016,Manual,42027.03,19.6,6,5,8,7,2152.27,3,4,,FWD
663,Nissan Sentra,Wagon,Petrol,25496.41,2022,Automatic,13801.81,20.4,5,5,4,4,809.46,1,5,,FWD
664,Tesla Model S,Hatchback,Hybrid,31186.11,2011,Automatic,23401.77,26.6,8,7,7,6,1249.77,3,4,,AWD
665,Tata Harrier,SUV,Petrol,35274.56,2019,Manual,22095.89,22.9,8,7,6,5,2908.23,2,7,,FWD
666,Buick Enclave,Wagon,Hybrid,32829.28,2024,Manual,21901.82,18.3,6,6,7,6,2520.53,3,4,,AWD
667,Ford Focus,Sedan,Petrol,22707.77,2021,Automatic,9580.87,22,5,7,5,4,771.17,3,5,,FWD
668,Chrysler Pacifica,SUV,Petrol,53229.83,2014,Manual,41046.51,15.9,6,9,6,6,2583.64,1,7,,FWD
669,BMW M3,Convertible,Petrol,79404.43,2013,Manual,50529.42,8.9,10,10,8,7,5003.24,1,2,,AWD
670,Chrysler Pacifica,SUV,Diesel,51676.36,2022,Manual,37787.42,20.9,7,5,8,7,1634.58,3,4,,FWD
671,Mazda MX-5,Sedan,Petrol,96686.76,2023,Automatic,73754.74,11.6,9,7,7,5,5448.19,2,2,,AWD
672,Jaguar XF,Sedan,Hybrid,179841.71,2015,Automatic,134300.73,8,10,9,9,9,5151.89,4,5,,RWD
673,Toyota Camry,Hatchback,Diesel,27929.71,2022,Manual,14595.76,24,6,6,5,6,996.93,2,5,,FWD
674,BMW M3,Sedan,Diesel,93109.15,2017,Automatic,71955.64,11.1,10,7,6,7,4500.26,1,2,,RWD
675,Tesla Model S,SUV,Hybrid,47479.15,2012,Automatic,30742.94,28.7,8,5,7,6,1314.94,4,4,,FWD
676,Ford Fusion,Sedan,Petrol,21960.89,2020,Automatic,10883.68,21,5,8,4,6,1311.15,5,5,,FWD
677,Suzuki Swift,Hatchback,Petrol,27595.65,2017,Automatic,16432.26,22.4,4,7,6,5,1259.75,4,5,,FWD
678,Chrysler Pacifica,Hatchback,Hybrid,46619.6,2018,Automatic,30254.87,19.9,7,9,7,7,1713.66,2,7,,FWD
679,Nissan Altima,Sedan,Petrol,24769.28,2016,Automatic,14541,28.1,5,6,4,4,1404.72,2,5,,FWD
680,BMW M3,Coupe,Petrol,67150.44,2017,Manual,46337.12,8.4,9,9,7,7,2938.03,3,4,,RWD
681,Volkswagen Passat,Sedan,Diesel,44563.8,2011,Manual,27856.25,20.2,7,10,6,5,1691.42,1,4,,AWD
682,Audi Q7,Sedan,Diesel,181797.95,2022,Automatic,162318.16,8.9,10,10,10,9,6140.89,1,4,,AWD
683,Honda Accord,Hatchback,Petrol,26679.23,2015,Automatic,11211,20.9,5,6,5,5,1031.58,3,5,,FWD
684,BMW i3,Sedan,Hybrid,51022.35,2017,Automatic,32265.55,27.6,6,7,7,7,1723.97,3,4,,AWD
685,Toyota Highlander,SUV,Petrol,40261.31,2014,Automatic,25959.94,22.4,8,5,8,8,1623.08,1,7,,FWD
686,Audi Q7,Sedan,Diesel,153217.37,2014,Automatic,127665.45,9.8,9,6,9,8,6687.57,2,4,,AWD
687,Buick Enclave,Sedan,Diesel,50025.42,2012,Automatic,34079.89,22.3,8,10,6,5,2800.84,5,4,,FWD
688,Buick Enclave,Wagon,Diesel,51639.5,2011,Automatic,41067.99,18.5,7,10,8,5,2127.95,1,5,,AWD
689,Porsche Boxster,Sedan,Petrol,62426.9,2016,Automatic,43917.19,10.8,10,5,7,5,4438.05,2,4,,RWD
690,Hyundai Tucson,Minivan,Diesel,35710.41,2024,Automatic,22414.91,17.9,7,10,10,9,1206.82,2,7,,AWD
691,Mercedes S-Class,Convertible,Petrol,169615.26,2011,Automatic,136259.85,8.1,10,7,9,10,5457.28,4,4,,AWD
692,BMW X5,Sedan,Diesel,169899.78,2022,Automatic,135166.07,9.7,10,8,9,10,4758,5,4,,RWD
693,Kia Forte,Hatchback,Diesel,25501.21,2020,Manual,14265.37,27,5,9,5,4,700.46,4,5,,FWD
694,Jaguar F-Pace,Coupe,Petrol,107333.84,2023,Automatic,94412.56,8.5,8,9,10,8,5413.34,1,5,,RWD
695,Mazda CX-5,Wagon,Hybrid,42240.43,2023,Automatic,32865.15,24,7,7,10,10,1038.17,2,7,,FWD
696,Buick Enclave,Wagon,Hybrid,41268.74,2020,Manual,29098.92,19.4,7,7,8,6,2979.92,5,4,,FWD
697,Ford Explorer,Wagon,Hybrid,35457.82,2021,Automatic,26439.16,18.6,7,10,10,10,1446.79,1,5,,AWD
698,Chevrolet Traverse,Minivan,Petrol,38274.52,2012,Automatic,29162.51,16.8,6,6,8,10,1369.05,1,7,,FWD
699,Kia Forte,Sedan,Diesel,28633.25,2014,Manual,13535.43,25.5,5,7,5,5,588.7,5,5,,FWD
700,Lexus LS,Convertible,Hybrid,159321.11,2020,Automatic,119915.16,11.7,10,8,9,10,5207.48,4,5,,AWD
701,Ford Explorer,Wagon,Hybrid,44265.56,2023,Automatic,31182.41,20.6,6,5,9,9,1571.64,4,7,,FWD
702,Audi A4,Sedan,Hybrid,128636.31,2010,Automatic,109123.32,9.9,8,9,9,8,5643.12,5,5,,RWD
703,Audi Q7,Coupe,Diesel,166157.77,2012,Automatic,138881.08,11.3,8,8,9,9,6048.77,3,4,,RWD
704,Porsche 911,Convertible,Petrol,130161.6,2010,Automatic,100794.45,10.7,9,8,10,8,5772.85,5,4,,RWD
705,Hyundai Tucson,Minivan,Hybrid,41952.39,2013,Automatic,29227.88,23.6,6,6,9,10,2457.99,3,7,,AWD
706,Nissan Rogue,Wagon,Petrol,49937.23,2021,Automatic,32863,24.2,6,5,10,9,2261.28,4,5,,AWD
707,Kia Sorento,Wagon,Petrol,42616.47,2018,Automatic,29458.65,20.1,8,5,8,10,2082.55,3,5,,AWD
708,Porsche Boxster,Convertible,Diesel,98218.63,2012,Automatic,62197.42,8.9,9,7,6,5,2847.64,3,2,,RWD
709,Tata Harrier,SUV,Diesel,47711.42,2010,Automatic,37932.11,15.7,7,7,7,5,1550.58,1,5,,FWD
710,BMW 7 Series,Sedan,Diesel,112503.01,2020,Automatic,81701.31,8.8,9,6,9,8,6862.25,1,4,,RWD
711,Audi A4,SUV,Hybrid,116044.79,2021,Automatic,100528.89,8.3,10,5,10,8,6483.03,4,4,,AWD
712,Honda Clarity,Hatchback,Hybrid,38995.91,2014,Automatic,24279.66,29.3,8,8,7,6,680.73,5,4,,AWD
713,Hyundai Tucson,Minivan,Diesel,36377.08,2012,Automatic,24756.6,18.4,8,9,8,9,1530.68,2,7,,FWD
714,GMC Acadia,SUV,Petrol,33804.76,2024,Automatic,20640.93,16.1,6,9,7,7,2550.76,4,7,,FWD
715,Maserati Ghibli,Coupe,Petrol,167097.53,2019,Automatic,135722.08,10.1,9,7,10,8,4397.14,5,4,,RWD
716,Kia Optima,Wagon,Diesel,30592.41,2016,Manual,23686.04,15.2,8,5,6,7,2193.5,4,7,,AWD
717,Audi A4,Sedan,Petrol,142716.28,2010,Automatic,101197.71,9.9,8,6,10,8,5148.15,3,5,,AWD
718,Mercedes S-Class,Coupe,Diesel,147428.68,2015,Automatic,115947.73,11.1,9,9,10,8,6744.8,3,5,,RWD
719,GMC Acadia,SUV,Hybrid,34483.71,2016,Manual,23839.49,16.4,8,7,7,7,2956.7,4,5,,FWD
720,Dodge Challenger,Coupe,Petrol,87416.01,2012,Manual,66977.11,13.5,9,9,7,6,5389.3,2,4,,RWD
721,Volkswagen Passat,Sedan,Diesel,58022.41,2018,Automatic,38022.68,24.9,7,8,6,5,1643.81,3,7,,AWD
722,Nissan Leaf,SUV,Electric,49089.52,2010,Automatic,38843.5,25.9,6,5,8,7,1568.69,2,4,50.6,AWD
723,Buick Enclave,Wagon,Diesel,30767.92,2019,Manual,18704.6,20.7,8,10,8,6,2960.85,2,4,,FWD
724,Mercedes C-Class,Convertible,Hybrid,121361.45,2020,Automatic,96599.92,10.1,9,6,10,8,5964.49,2,4,,RWD
725,Chevrolet Camaro,Coupe,Petrol,93268.32,2014,Manual,67037.52,13.6,9,8,7,6,4897.89,2,2,,AWD
726,Suzuki Swift,Hatchback,Petrol,19100.68,2024,Automatic,9277.38,27.1,4,9,6,4,1007.62,3,5,,FWD
727,BMW M3,Coupe,Diesel,65242.02,2022,Manual,45870.6,8.8,10,7,8,6,2730.5,4,4,,RWD
728,Nissan Rogue,SUV,Petrol,31118.79,2020,Automatic,20031.06,15.6,7,10,8,8,2047.31,4,7,,FWD
729,Honda Accord,Sedan,Petrol,17438.78,2020,Manual,7086.07,26,4,9,4,4,910,2,5,,FWD
730,Hyundai Tucson,Minivan,Hybrid,45773.63,2015,Automatic,35253.78,20.5,7,5,8,10,1031.52,1,7,,AWD
731,Kia Optima,Hatchback,Diesel,32080.7,2018,Manual,24193.24,17.8,8,5,7,7,2663.08,2,5,,FWD
732,Nissan GT-R,Coupe,Diesel,74367.31,2010,Manual,54728.03,12,9,7,7,6,4616.55,3,2,,AWD
733,Nissan Sentra,Wagon,Petrol,25979.89,2010,Automatic,12494.51,25,6,10,5,4,1416.24,5,5,,FWD
734,Dodge Durango,Sedan,Diesel,49533.6,2011,Manual,35990.02,19.1,6,10,6,7,2697.58,1,4,,AWD
735,Dodge Durango,Wagon,Petrol,51084.15,2019,Manual,32112.66,18.4,6,5,6,6,2741.97,2,4,,AWD
736,Jaguar F-Pace,Coupe,Hybrid,127219.56,2013,Automatic,111054.33,8.8,9,6,9,9,4344.71,5,5,,RWD
737,Mazda MX-5,Sedan,Petrol,73666.57,2021,Manual,56410.32,12.9,10,9,7,6,4637.06,4,2,,RWD
738,Honda Civic,Sedan,Diesel,15335.48,2010,Automatic,6787.57,25.5,5,7,5,5,790.8,1,5,,FWD
739,Kia Forte,Hatchback,Diesel,29822.77,2020,Automatic,15208.15,27.7,5,10,6,6,1098.45,5,5,,FWD
740,Mercedes S-Class,SUV,Hybrid,170057.51,2019,Automatic,152401.67,9.6,8,7,9,10,5262.58,4,5,,AWD
741,Maserati Ghibli,Sedan,Petrol,135083.88,2020,Automatic,97091.57,9.7,8,9,10,9,5206.24,4,5,,AWD
742,Tata Harrier,SUV,Diesel,34480.42,2024,Automatic,22644.75,22,8,10,8,6,2464.86,4,4,,AWD
743,Toyota Highlander,Minivan,Diesel,32004.65,2020,Automatic,21428.78,18.3,7,7,9,8,1721.79,5,5,,AWD
744,Ford Mustang,Coupe,Diesel,69180.87,2019,Automatic,45593.83,12.4,10,6,6,5,4762.75,1,4,,AWD
745,Dodge Challenger,Sedan,Diesel,76153.39,2024,Automatic,47110.95,9.4,10,10,6,6,3570.7,1,4,,AWD
746,Honda Clarity,Hatchback,Hybrid,40140.36,2024,Automatic,30496.11,29.7,8,5,7,8,553.88,1,5,,AWD
747,Maserati Ghibli,Convertible,Hybrid,136348.87,2013,Automatic,110805.58,9.9,8,8,10,10,6597.2,2,4,,AWD
748,Toyota Highlander,Minivan,Diesel,48925.08,2010,Automatic,36025.87,24.2,6,5,8,9,1480.58,4,5,,FWD
749,Suzuki Swift,Hatchback,Diesel,23656.76,2020,Automatic,10843.98,26.4,6,7,6,5,691.51,2,5,,FWD
750,Hyundai Elantra,Wagon,Diesel,16803.31,2024,Automatic,7224.64,21.1,6,7,5,5,600.48,3,5,,FWD
751,Toyota Prius,Sedan,Hybrid,37605.41,2015,Automatic,24050.26,27.8,8,6,8,7,1042.38,4,5,,AWD
752,Subaru Outback,SUV,Petrol,37027.2,2020,Automatic,22270.85,24.4,7,9,9,8,1405.07,3,7,,FWD
753,Honda Civic,Sedan,Diesel,28150.77,2018,Automatic,14199.7,22.7,6,8,4,5,810.96,4,5,,FWD
754,Honda Civic,Wagon,Diesel,21989.41,2023,Automatic,9576.05,25.1,4,7,4,4,526.68,4,5,,FWD
755,Nissan Sentra,Wagon,Diesel,19760.43,2014,Manual,10439.77,23.4,5,10,4,4,886.99,2,5,,FWD
756,Audi A4,Convertible,Hybrid,119615.3,2014,Automatic,87493.21,11.8,8,8,10,9,4215.08,1,4,,AWD
757,Nissan Altima,Sedan,Diesel,27329.88,2018,Automatic,16345.93,21.9,4,9,5,6,519,2,5,,FWD
758,Honda Civic,Hatchback,Diesel,16228.81,2013,Automatic,7143.75,26.1,4,6,6,6,824.81,5,5,,FWD
759,Jaguar F-Pace,Sedan,Hybrid,156408.78,2014,Automatic,127082.59,8.4,8,5,9,10,6970.54,2,4,,RWD
760,Volkswagen Passat,Sedan,Hybrid,42549.34,2021,Automatic,31754.16,19.1,7,8,7,7,1561.37,3,5,,FWD
761,GMC Acadia,Hatchback,Diesel,49693.42,2023,Automatic,30841.28,24.9,6,7,8,5,2768.81,4,7,,FWD
762,Ford Fusion,Sedan,Diesel,15157.87,2013,Manual,8617.14,23.3,5,8,5,6,1224.5,3,5,,FWD
763,Dodge Challenger,Sedan,Diesel,73261.83,2013,Automatic,45447.11,8.7,10,8,7,6,5107.25,3,4,,RWD
764,Mazda MX-5,Convertible,Diesel,81333.48,2010,Manual,52925.46,14.4,9,5,6,6,3969.2,5,2,,AWD
765,Porsche 911,Sedan,Hybrid,127686.33,2023,Automatic,113283.32,10.5,8,8,9,9,4307.64,5,5,,AWD
766,Ford Mustang Mach-E,Sedan,Electric,41348.37,2019,Automatic,29751.45,29,7,8,8,8,1519.88,5,4,24.6,FWD
767,Mercedes C-Class,SUV,Hybrid,192139.7,2022,Automatic,168008.25,9,8,6,10,8,5430,3,4,,RWD
768,Porsche 911,Coupe,Hybrid,141726.6,2019,Automatic,124838.28,10.1,8,7,9,8,5284.2,1,4,,AWD
769,BMW 7 Series,Convertible,Diesel,143283.85,2019,Automatic,111945.37,11.3,8,8,9,8,4476.52,2,5,,AWD
