Price ($),Year of Manufacture,Resale Value ($),Fuel Economy (km/l),Performance Rating,User Rating,Safety Rating,Comfort Level,Maintenance Cost ($/yr),Warranty Period (years),Seating Capacity,Battery Capacity (kWh),Body Type_Convertible,Body Type_Coupe,Body Type_Hatchback,Body Type_Minivan,Body Type_SUV,Body Type_Sedan,Body Type_Wagon,Engine Type_Diesel,Engine Type_Electric,Engine Type_Hybrid,Engine Type_Petrol,Transmission Type_Automatic,Transmission Type_Manual,Drive Type_AWD,Drive Type_FWD,Drive Type_RWD,Car,Car_ID
0.109561612,0.642857143,0.09170431,0.677272727,0.666666667,0.4,0.333333333,0.166666667,0.371313229,0.25,1,0.474342929,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,Tata Harrier,665
0.096338012,1,0.090582213,0.468181818,0.333333333,0.2,0.5,0.333333333,0.311529204,0.5,0.4,0.474342929,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,Buick Enclave,666
0.041602848,0.785714286,0.01934347,0.636363636,0.166666667,0.4,0.166666667,0,0.041774801,0.5,0.6,0.474342929,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,Ford Focus,667
0.206660232,0.285714286,0.201275272,0.359090909,0.333333333,0.8,0.333333333,0.333333333,0.321260877,0,1,0.474342929,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,Chrysler Pacifica,668
0.348207396,0.214285714,0.256104695,0.040909091,1,1,0.666666667,0.5,0.694367472,0,0,0.474342929,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,BMW M3,669
0.198259368,0.857142857,0.182431475,0.586363636,0.5,0,0.666666667,0.5,0.174914148,0.5,0.4,0.474342929,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,Chrysler Pacifica,670
0.441666887,0.928571429,0.390391629,0.163636364,0.833333333,0.4,0.5,0.166666667,0.762979548,0.25,0,0.474342929,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,Mazda MX-5,671
0.891352739,0.357142857,0.740463678,0,1,0.8,0.833333333,0.833333333,0.717289565,0.75,0.6,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,Jaguar XF,672
0.069842087,0.857142857,0.048339161,0.727272727,0.333333333,0.2,0.166666667,0.333333333,0.076587392,0.25,0.6,0.474342929,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Toyota Camry,673
0.422319866,0.5,0.379989377,0.140909091,1,0.4,0.333333333,0.5,0.616807067,0,0,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,BMW M3,674
0.17556167,0.142857143,0.141700858,0.940909091,0.666666667,0,0.5,0.333333333,0.125625095,0.75,0.4,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,Tesla Model S,675
0.037563866,0.714285714,0.026876213,0.590909091,0.166666667,0.6,0,0.333333333,0.125040671,1,0.6,0.474342929,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,Ford Fusion,676
0.068035555,0.5,0.058957656,0.654545455,0,0.4,0.333333333,0.166666667,0.1171147,0.75,0.6,0.474342929,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Suzuki Swift,677
0.17091339,0.571428571,0.138878877,0.540909091,0.5,0.8,0.5,0.5,0.187108424,0.25,1,0.474342929,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,Chrysler Pacifica,678
0.052751094,0.428571429,0.048022543,0.913636364,0.166666667,0.2,0,0,0.13946933,0.25,0.6,0.474342929,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,Nissan Altima,679
0.281940193,0.5,0.231865154,0.018181818,0.833333333,0.8,0.5,0.5,0.375908441,0.5,0.4,0.474342929,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,BMW M3,680
0.159796022,0.071428571,0.125010248,0.554545455,0.5,1,0.333333333,0.166666667,0.183678977,0,0.4,0.474342929,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Volkswagen Passat,681
0.901931706,0.857142857,0.902458206,0.040909091,1,1,1,0.833333333,0.869795112,0,0.4,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Audi Q7,682
0.063079734,0.357142857,0.028768751,0.586363636,0.166666667,0.2,0.166666667,0.166666667,0.081930483,0.5,0.6,0.474342929,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Honda Accord,683
0.194722608,0.5,0.150504467,0.890909091,0.333333333,0.4,0.5,0.5,0.188698244,0.5,0.4,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,BMW i3,684
0.13652899,0.285714286,0.114045936,0.654545455,0.666666667,0,0.666666667,0.666666667,0.173140828,0,1,0.474342929,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,Toyota Highlander,685
0.747373469,0.285714286,0.702099022,0.081818182,0.833333333,0.2,0.833333333,0.666666667,0.954094134,0.25,0.4,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Audi Q7,686
0.189331404,0.142857143,0.160994835,0.65,0.666666667,1,0.333333333,0.166666667,0.354753501,1,0.4,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,Buick Enclave,687
0.198060036,0.071428571,0.201399467,0.477272727,0.5,1,0.666666667,0.166666667,0.250992674,0,0.6,0.474342929,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Buick Enclave,688
0.256396204,0.428571429,0.217873313,0.127272727,1,0,0.5,0.166666667,0.607214175,0.25,0.4,0.474342929,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,Porsche Boxster,689
0.111918605,1,0.093548858,0.45,0.5,1,1,0.833333333,0.1089528,0.25,1,0.474342929,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,Hyundai Tucson,690
0.83605008,0.071428571,0.751791152,0.004545455,1,0.4,0.833333333,1,0.764381242,0.75,0.4,0.474342929,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Mercedes S-Class,691
0.837588709,0.857142857,0.745467004,0.077272727,1,0.6,0.833333333,1,0.656551031,1,0.4,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,BMW X5,692
0.05670923,0.714285714,0.046428873,0.863636364,0.166666667,0.8,0.166666667,0,0.030871194,0.75,0.6,0.474342929,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Kia Forte,693
0.499244232,0.928571429,0.509833484,0.022727273,0.666666667,0.8,1,0.666666667,0.757605617,0,0.6,0.474342929,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Jaguar F-Pace,694
0.147231687,0.928571429,0.153971306,0.727272727,0.5,0.4,1,1,0.082946672,0.25,1,0.474342929,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,Mazda CX-5,695
0.141976976,0.714285714,0.132195267,0.518181818,0.5,0.4,0.666666667,0.333333333,0.382367953,1,0.4,0.474342929,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,Buick Enclave,696
0.110552647,0.785714286,0.116816748,0.481818182,0.5,1,1,1,0.145956598,0,0.6,0.474342929,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,Ford Explorer,697
0.125784815,0.142857143,0.132562939,0.4,0.333333333,0.2,0.666666667,1,0.133968953,0,1,0.474342929,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,Chevrolet Traverse,698
0.073646695,0.285714286,0.042208418,0.795454545,0.166666667,0.4,0.166666667,0.166666667,0.013637604,1,0.6,0.474342929,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,Kia Forte,699
0.780381312,0.714285714,0.657287468,0.168181818,1,0.6,0.833333333,1,0.725861641,0.75,0.6,0.474342929,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Lexus LS,700
0.158183198,0.928571429,0.144241838,0.572727273,0.333333333,0,0.833333333,0.833333333,0.165208689,0.75,1,0.474342929,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,Ford Explorer,701
0.614443861,0,0.594889916,0.086363636,0.666666667,0.8,0.833333333,0.666666667,0.793038099,1,0.6,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,Audi A4,702
0.817352644,0.142857143,0.766946893,0.15,0.666666667,0.6,0.833333333,0.833333333,0.855590045,0.5,0.4,0.474342929,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Audi Q7,703
0.622692334,0,0.546733059,0.122727273,0.833333333,0.6,1,0.666666667,0.813042694,1,0.4,0.474342929,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Porsche 911,704
0.145674023,0.214285714,0.132940903,0.709090909,0.333333333,0.2,0.833333333,1,0.301885425,0.5,1,0.474342929,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,Hyundai Tucson,705
0.18885449,0.785714286,0.153958875,0.736363636,0.333333333,0,1,0.833333333,0.271552395,0.75,0.6,0.474342929,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,Nissan Rogue,706
0.149265239,0.571428571,0.134275196,0.55,0.666666667,0,0.666666667,1,0.243991914,0.5,0.6,0.474342929,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,Kia Sorento,707
0.449950943,0.142857143,0.323568134,0.040909091,0.833333333,0.4,0.333333333,0.166666667,0.361970143,0.5,0,0.474342929,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Porsche Boxster,708
0.176817741,0,0.183268061,0.35,0.5,0.4,0.5,0.166666667,0.1619612,0,0.6,0.474342929,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,Tata Harrier,709
0.527198102,0.714285714,0.436338058,0.036363636,0.833333333,0.2,0.833333333,0.666666667,0.981030099,0,0.4,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,BMW 7 Series,710
0.546351361,0.785714286,0.545197613,0.013636364,1,0,1,0.666666667,0.922553705,0.75,0.4,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,Audi A4,711
0.129685952,0.285714286,0.104330692,0.968181818,0.666666667,0.6,0.5,0.333333333,0.027828793,1,0.4,0.474342929,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,Honda Clarity,712
0.115523827,0.142857143,0.107088321,0.472727273,0.666666667,0.8,0.666666667,0.833333333,0.158892585,0.25,1,0.474342929,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,Hyundai Tucson,713
0.101613219,1,0.083291848,0.368181818,0.333333333,0.8,0.5,0.5,0.316190723,0.75,1,0.474342929,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,GMC Acadia,714
0.822434684,0.642857143,0.748681809,0.095454545,0.833333333,0.4,1,0.666666667,0.600905781,1,0.4,0.474342929,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Maserati Ghibli,715
0.084241453,0.428571429,0.100898429,0.327272727,0.666666667,0,0.333333333,0.5,0.2611006,0.75,1,0.474342929,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Kia Optima,716
0.69058561,0,0.549064676,0.086363636,0.666666667,0.2,1,0.666666667,0.71671285,0.5,0.6,0.474342929,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,Audi A4,717
0.716069356,0.357142857,0.634348106,0.140909091,0.833333333,0.8,1,0.666666667,0.962919101,0.5,0.6,0.474342929,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Mercedes S-Class,718
0.105284849,0.428571429,0.101785665,0.381818182,0.666666667,0.4,0.5,0.5,0.378787388,0.75,0.6,0.474342929,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,GMC Acadia,719
0.391532468,0.142857143,0.351203917,0.25,0.833333333,0.8,0.5,0.333333333,0.753898606,0.25,0.4,0.474342929,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Dodge Challenger,720
0.232577576,0.571428571,0.18379173,0.768181818,0.5,0.6,0.333333333,0.166666667,0.17633743,0.5,1,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Volkswagen Passat,721
0.184270238,0,0.188537645,0.813636364,0.333333333,0,0.666666667,0.5,0.164753794,0.25,0.4,0.382978723,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,Nissan Leaf,722
0.085190577,0.642857143,0.072096144,0.577272727,0.666666667,1,0.666666667,0.333333333,0.379427325,0.25,0.4,0.474342929,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,Buick Enclave,723
0.575102828,0.714285714,0.522480624,0.095454545,0.833333333,0.2,1,0.666666667,0.84259392,0.25,0.4,0.474342929,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Mercedes C-Class,724
0.423180626,0.285714286,0.351553203,0.254545455,0.833333333,0.6,0.5,0.333333333,0.678122316,0.25,0,0.474342929,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Chevrolet Camaro,725
0.022096404,1,0.017588715,0.868181818,0,0.8,0.333333333,0,0.078235808,0.5,0.6,0.474342929,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Suzuki Swift,726
0.271619828,0.857142857,0.229167772,0.036363636,1,0.4,0.666666667,0.333333333,0.343906948,0.75,0.4,0.474342929,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,BMW M3,727
0.087088014,0.714285714,0.079765629,0.345454545,0.5,1,0.666666667,0.666666667,0.238557843,0.75,1,0.474342929,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,Nissan Rogue,728
0.013109171,0.714285714,0.004918737,0.818181818,0,0.8,0,0,0.063182632,0.25,0.6,0.474342929,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,Honda Accord,729
0.166338548,0.357142857,0.167782172,0.568181818,0.5,0,0.666666667,1,0.081921231,0,1,0.474342929,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,Hyundai Tucson,730
0.092289837,0.571428571,0.103831019,0.445454545,0.666666667,0,0.5,0.5,0.333510665,0.25,0.6,0.474342929,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Kia Optima,731
0.320967627,0,0.280380721,0.181818182,0.833333333,0.4,0.5,0.333333333,0.634739191,0.5,0,0.474342929,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Nissan GT-R,732
0.059297839,0,0.036189902,0.772727273,0.333333333,1,0.166666667,0,0.141245734,1,0.6,0.474342929,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,Nissan Sentra,733
0.186671737,0.071428571,0.172039053,0.504545455,0.333333333,1,0.333333333,0.5,0.338830626,0,0.4,0.474342929,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Dodge Durango,734
0.195056811,0.642857143,0.149620469,0.472727273,0.333333333,0,0.333333333,0.333333333,0.345675643,0.25,0.4,0.474342929,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,Dodge Durango,735
0.606782352,0.214285714,0.606054861,0.036363636,0.833333333,0.2,0.833333333,0.833333333,0.592820983,1,0.6,0.474342929,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Jaguar F-Pace,736
0.317178161,0.785714286,0.290107586,0.222727273,1,0.8,0.5,0.333333333,0.637901869,0.75,0,0.474342929,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,Mazda MX-5,737
0.001734932,0,0.003192834,0.795454545,0.166666667,0.4,0.166666667,0.166666667,0.044801781,0,0.6,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,Honda Civic,738
0.080079389,0.714285714,0.051879951,0.895454545,0.166666667,1,0.333333333,0.333333333,0.092241955,1,0.6,0.474342929,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,Kia Forte,739
0.838441682,0.642857143,0.845121858,0.072727273,0.666666667,0.4,0.833333333,1,0.734358158,0.75,0.6,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,Mercedes S-Class,740
0.64931107,0.714285714,0.525323305,0.077272727,0.666666667,0.8,1,0.833333333,0.725670431,0.75,0.6,0.474342929,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,Maserati Ghibli,741
0.105267057,1,0.094877774,0.636363636,0.666666667,1,0.666666667,0.333333333,0.302944791,0.75,0.4,0.474342929,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,Tata Harrier,742
0.091878573,0.714285714,0.087847133,0.468181818,0.5,0.4,0.833333333,0.666666667,0.188362084,1,0.6,0.474342929,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,Toyota Highlander,743
0.292920365,0.642857143,0.227567511,0.2,1,0.2,0.333333333,0.166666667,0.657283489,0,0.4,0.474342929,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Ford Mustang,744
0.330626402,1,0.236339376,0.063636364,1,1,0.333333333,0.333333333,0.473467273,0,0.4,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Dodge Challenger,745
0.135874916,1,0.140273707,0.986363636,0.666666667,0,0.5,0.666666667,0.008268299,0,0.6,0.474342929,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,Honda Clarity,746
0.656151891,0.214285714,0.604616608,0.086363636,0.666666667,0.6,1,1,0.94015892,0.25,0.4,0.474342929,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Maserati Ghibli,747
0.183380979,0,0.172246335,0.736363636,0.333333333,0,0.666666667,0.833333333,0.151167076,0.75,0.6,0.474342929,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,Toyota Highlander,748
0.046734802,0.714285714,0.02664667,0.836363636,0.333333333,0.4,0.333333333,0.166666667,0.029491088,0.25,0.6,0.474342929,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,Suzuki Swift,749
0.009672673,1,0.005719937,0.595454545,0.333333333,0.4,0.166666667,0.166666667,0.015454101,0.5,0.6,0.474342929,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,Hyundai Elantra,750
0.122166397,0.357142857,0.10300432,0.9,0.666666667,0.2,0.666666667,0.5,0.083595862,0.75,0.6,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,Toyota Prius,751
0.11903955,0.714285714,0.092715915,0.745454545,0.5,0.8,0.833333333,0.666666667,0.139523301,0.5,1,0.474342929,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,Subaru Outback,752
0.071037537,0.571428571,0.046049174,0.668181818,0.333333333,0.6,0,0.166666667,0.047910489,0.75,0.6,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,Honda Civic,753
0.037718096,0.928571429,0.019315601,0.777272727,0,0.4,0,0,0.004074011,0.75,0.6,0.474342929,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,Honda Civic,754
0.025664204,0.285714286,0.024309561,0.7,0.166666667,1,0,0,0.059634449,0.25,0.6,0.474342929,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,Nissan Sentra,755
0.565659987,0.285714286,0.469826359,0.172727273,0.666666667,0.6,1,0.833333333,0.572831808,0,0.4,0.474342929,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Audi A4,756
0.066598323,0.571428571,0.058458503,0.631818182,0,0.8,0.166666667,0.333333333,0.002889741,0.25,0.6,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,Nissan Altima,757
0.006565888,0.214285714,0.005252238,0.822727273,0,0.2,0.333333333,0.333333333,0.050046183,1,0.6,0.474342929,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,Honda Civic,758
0.764631996,0.285714286,0.698728972,0.018181818,0.666666667,0,0.833333333,1,0.997728608,0.25,0.4,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,Jaguar F-Pace,759
0.148902213,0.785714286,0.147547651,0.504545455,0.5,0.6,0.5,0.5,0.163625037,0.5,0.6,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,Volkswagen Passat,760
0.187536013,0.928571429,0.142269452,0.768181818,0.333333333,0.4,0.666666667,0.166666667,0.349814418,0.75,1,0.474342929,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,GMC Acadia,761
0.000774452,0.214285714,0.013771261,0.695454545,0.166666667,0.6,0.166666667,0.333333333,0.111679088,0.5,0.6,0.474342929,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,Ford Fusion,762
0.314989406,0.214285714,0.226719187,0.031818182,1,0.6,0.5,0.333333333,0.710405998,0.5,0.4,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,Dodge Challenger,763
0.358639325,0,0.269958406,0.290909091,0.833333333,0,0.333333333,0.333333333,0.534916677,1,0,0.474342929,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Mazda MX-5,764
0.609306553,0.928571429,0.618942702,0.113636364,0.666666667,0.6,0.833333333,0.833333333,0.587104723,1,0.6,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,Porsche 911,765
0.1424076,0.642857143,0.135968143,0.954545455,0.5,0.6,0.666666667,0.666666667,0.157227206,1,0.4,0.057571965,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,Ford Mustang Mach-E,766
0.957857886,0.857142857,0.935357849,0.045454545,0.666666667,0.2,1,0.666666667,0.760174618,0.5,0.4,0.474342929,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,Mercedes C-Class,767
0.685233612,0.642857143,0.685752552,0.095454545,0.666666667,0.4,0.833333333,0.666666667,0.737692,0,0.4,0.474342929,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Porsche 911,768
0.693654918,0.642857143,0.611206783,0.15,0.666666667,0.6,0.833333333,0.666666667,0.613146317,0.25,0.6,0.474342929,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,BMW 7 Series,769
0.455940034,0.142857143,0.36134922,0.118181818,0.833333333,0.2,0.666666667,0.333333333,0.730763715,0.75,0.4,0.474342929,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,Ford Mustang,770
0.071983849,0.214285714,0.045210217,0.563636364,0.333333333,0.2,0.166666667,0.166666667,0.002809556,0.25,0.6,0.474342929,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,Nissan Altima,771
0.255985968,0.642857143,0.190889961,0.145454545,1,0.4,0.5,0.333333333,0.392093459,0.75,0,0.474342929,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Subaru WRX,772
0.196271729,0.642857143,0.192931846,0.822727273,0.5,0.4,0.333333333,0.5,0.208946478,0,0.4,0.142678348,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,Honda Clarity,773
0.361936951,0.928571429,0.277893455,0.1,1,0.6,0.333333333,0.333333333,0.332991005,1,0,0.474342929,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,BMW M3,774
0.263969891,0.5,0.199996369,0.25,1,0.6,0.5,0.5,0.658884103,0.25,0,0.474342929,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Porsche Boxster,775
0.127830155,0,0.123524179,0.422727273,0.666666667,0.2,0.833333333,0.666666667,0.087191847,0,0.6,0.474342929,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,Mazda CX-5,776
0.19830647,0.714285714,0.166200933,0.772727273,0.333333333,0.8,0.666666667,0.166666667,0.26097107,0.5,1,0.474342929,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,Dodge Durango,777
0.102458567,0.428571429,0.115434407,0.759090909,0.5,0.4,0.666666667,0.333333333,0.208761436,0.75,0.6,0.474342929,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,Hyundai Kona,778
0.086164739,0.428571429,0.099158418,0.877272727,0.5,1,0.5,0.333333333,0.098550349,0.75,0.6,0.823529412,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,Honda Clarity,779
0.251859055,0.428571429,0.184042838,0.163636364,0.833333333,0.6,0.5,0.333333333,0.593337558,0,0,0.474342929,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Nissan GT-R,780
0.023690139,0.428571429,0.027564377,0.863636364,0,0.2,0,0.166666667,0.0141696,0,0.6,0.474342929,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,Toyota Camry,781
0.207959836,0.857142857,0.173318245,0.963636364,0.666666667,0.4,0.5,0.666666667,0.218827727,1,0.4,0.305381727,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,Chevrolet Bolt,782
0.34797751,0.571428571,0.304275718,0.168181818,0.833333333,0.4,0.333333333,0.166666667,0.372179842,0,0.4,0.474342929,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,Dodge Challenger,783
0.103705066,0,0.093237501,0.786363636,0.666666667,0.6,0.5,0.333333333,0.040120216,1,0.6,0.568210263,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,Hyundai Ioniq,784
0.15527899,0.785714286,0.133804375,0.981818182,0.5,0,0.333333333,0.333333333,0.111608155,1,0.6,0.670838548,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,Tesla Model S,785
0.104948537,0.285714286,0.092949215,0.781818182,0.666666667,1,0.5,0.333333333,0.179180911,0.5,0.4,0.110137672,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,Toyota Prius,786
0.295981832,0.785714286,0.256849927,0.031818182,1,0.8,0.666666667,0.333333333,0.344681041,0,0.4,0.474342929,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Dodge Challenger,787
0.228798223,0.214285714,0.172175391,0.845454545,0.333333333,0.6,0.666666667,0.5,0.061244316,1,0.4,0.007509387,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,Hyundai Ioniq,788
0.240104485,0.142857143,0.209455243,0.927272727,0.5,0.2,0.5,0.5,0.039134866,0.75,0.6,0.474342929,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,Honda Clarity,789
0.391402843,0.071428571,0.27461979,0.181818182,1,0.6,0.666666667,0.166666667,0.434685529,0.5,0,0.474342929,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Dodge Charger,790
0.203226059,0.714285714,0.171863976,0.463636364,0.333333333,0.4,0.666666667,0.166666667,0.354170618,0.75,0.6,0.474342929,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,GMC Acadia,791
0.178776773,1,0.181284169,0.554545455,0.666666667,0.2,0.833333333,1,0.283515369,0.75,1,0.474342929,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,Kia Sorento,792
0.266128633,0.571428571,0.189511494,0.004545455,0.833333333,0.4,0.333333333,0.166666667,0.714506223,0.25,0,0.474342929,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,BMW M3,793
0.130054818,0.928571429,0.140222652,0.390909091,0.5,0.6,0.5,0.166666667,0.264927888,0.5,1,0.474342929,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,Jeep Grand Cherokee,794
0.153081852,0.571428571,0.126178832,0.559090909,0.666666667,0,1,0.833333333,0.280860014,1,0.6,0.474342929,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,Subaru Outback,795
0.056515955,0.142857143,0.073163717,0.640909091,0.666666667,0.8,0.666666667,0.666666667,0.261069759,1,0.6,0.474342929,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,Mazda CX-5,796
0.176132139,0.714285714,0.159294603,0.472727273,0.666666667,0.6,1,0.666666667,0.144459299,0.5,0.6,0.474342929,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,Subaru Outback,797
